Purpose Code,Revised Purpose Code,diff purp code,Collateral Code,Revised Collateral Code,diff coll code,purp/coll diff,Property Type,Net Operating Income,Annual Debt Service,Appraised Value,SWAP?,State,Bank,Team,Region,Original             Balance,Net Current Balance,Unused Commitment,Open   Date,Date Maturity,Interest Rate,Guarantor?,Risk Code,Relationship ID,Division
81,81,match,8606,8613,diff,match/diff,Homebuilder,,,,,NJ,FBNJ,ROARK,NJ,"2,000,000.00 ",0.00 ,"2,000,000.00 ",01/25/17,08/01/18,5.25%,YES,5 ,23881,Hampton Roads Division
81,90,diff,8604,8604,match,diff/match,Homebuilder,,,,,NJ,FBNJ,ROARK,NJ,"2,485,000.00 ","211,131.37 ",0.00 ,02/11/05,05/01/18,5.00%,YES,6 ,7806,Hampton Roads Division
81,81,match,8613,8613,match,match/match,Homebuilder,,,,,NJ,FBNJ,ROARK,NJ,"438,750.00 ","188,750.00 ","250,000.00 ",09/20/17,09/20/18,5.25%,YES,5 ,7256,Hampton Roads Division
81,81,match,8100,9613,diff,match/diff,Homebuilder,,,,,NJ,FBNJ,ROARK,NJ,"208,300.00 ","178,006.70 ",0.00 ,07/27/16,04/27/37,4.50%,YES,5 ,22197,Hampton Roads Division
81,81,match,8606,8613,diff,match/diff,Homebuilder,,,,,NJ,FBNJ,ROARK,NJ,"201,250.00 ","51,250.00 ","150,000.00 ",11/06/17,11/06/18,5.25%,YES,5 ,7256,Hampton Roads Division
81,81,match,8200,8613,diff,match/diff,Homebuilder,,,,,NJ,FBNJ,ROARK,NJ,"105,000.00 ","97,338.20 ","7,661.80 ",12/30/16,07/01/18,5.25%,YES,5 ,7256,Hampton Roads Division
81,81,match,8604,8613,diff,match/diff,Homebuilder,,,,,NJ,FBNJ,ROARK,NJ,"155,000.00 ","113,300.00 ","41,700.00 ",06/20/17,06/07/18,5.25%,YES,5 ,7256,Hampton Roads Division
81,81,match,8613,8613,match,match/match,Homebuilder,,,,,NJ,FBNJ,ROARK,NJ,"140,625.00 ","140,125.00 ",500.00 ,12/15/16,01/01/18,5.25%,YES,5 ,7256,Hampton Roads Division
72,72,match,8200,8200,match,match/match,Other,,,,,PA,FB,MOWERY,CPA,"315,000.00 ","93,914.98 ",0.00 ,10/08/08,10/08/28,4.25%,YES,5,14562,Hampton Roads Division
72,72,match,8200,8200,match,match/match,Other,,,,,PA,FB,MOWERY,CPA,"150,000.00 ","103,396.04 ",0.00 ,04/13/09,04/13/29,5.25%,YES,5,14562,Hampton Roads Division
72,72,match,8200,8200,match,match/match,Other,,,,,PA,FB,MOWERY,CPA,"500,000.00 ","367,616.73 ",0.00 ,12/30/09,12/30/29,4.50%,YES,5,8423,Hampton Roads Division
72,72,match,8200,8200,match,match/match,Other,,,,,PA,FB,MOWERY,CPA,"112,500.00 ","108,156.72 ",0.00 ,08/22/16,08/22/36,4.67%,no,5,18222,Hampton Roads Division
72,94,diff,8900,8900,match,diff/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"390,000.00 ","390,000.00 ",0.00 ,09/28/17,09/28/19,4.50%,YES,5,8423,Hampton Roads Division
72,72,match,8103,8103,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"700,000.00 ","124,811.07 ",0.00 ,01/19/12,01/19/32,4.50%,YES,5,8423,Hampton Roads Division
72,72,match,8103,8103,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"207,000.00 ","187,231.84 ",0.00 ,12/29/14,12/29/34,4.50%,YES,5,8423,Hampton Roads Division
72,62,diff,1,1,match,diff/match,Other,,,,,PA,FB,MOWERY,CPA,"50,000.00 ","24,000.00 ","26,000.00 ",01/11/17,12/31/79,5.25%,no,5,3956,Hampton Roads Division
72,72,match,8200,8200,match,match/match,Other,,,,,PA,FB,MOWERY,CPA,"350,000.00 ","87,333.40 ","262,666.60 ",12/05/16,12/31/79,4.75%,YES,5,3956,Hampton Roads Division
72,72,match,8100,8100,match,match/match,Other,,,,,PA,FB,MOWERY,CPA,"223,896.00 ","148,383.38 ",0.00 ,05/27/08,05/27/28,5.00%,no,5,19826,Hampton Roads Division
72,72,match,8200,8200,match,match/match,Multifamily,,,,,PA,FB,KIRK,SEPA,"13,985,000.00 ","4,107,520.97 ","9,877,479.03 ",01/14/16,12/31/79,4.25%,YES,4,17365,Hampton Roads Division
72,72,match,8415,8415,match,match/match,Special Purpose,,,,,PA,FB,KIRK,SEPA,"1,967,240.00 ","1,931,337.84 ",0.00 ,08/31/16,01/01/42,4.50%,YES,4,23665,Hampton Roads Division
72,72,match,8103,8300,diff,match/diff,Multifamily,,,,,PA,FB,KIRK,SEPA,"1,520,000.00 ","1,141,023.23 ",0.00 ,07/19/10,07/01/30,4.50%,YES,6,8790,Hampton Roads Division
72,72,match,8404,8406,diff,match/diff,Industrial,,,,,PA,FB,KIRK,SEPA,"320,000.00 ","246,294.46 ",0.00 ,12/20/10,12/20/30,5.00%,YES,5,11858,Hampton Roads Division
72,72,match,8200,8405,diff,match/diff,Retail,,,,,PA,FB,MOWERY,CPA,"308,000.00 ","48,340.91 ",0.00 ,09/27/01,12/22/22,4.75%,YES,5,878,Hampton Roads Division
72,72,match,8406,8406,match,match/match,Industrial,,,,,PA,FB,MOWERY,CPA,"2,840,000.00 ","1,402,390.18 ",0.00 ,06/23/05,06/23/25,3.49%,YES,4,13294,Hampton Roads Division
72,72,match,8200,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"2,500,000.00 ","80,103.84 ",0.00 ,06/18/03,06/18/18,4.25%,YES,4,5163,Hampton Roads Division
72,72,match,8200,8200,match,match/match,Other,,,,,PA,FB,MOWERY,CPA,"234,750.00 ","138,655.48 ",0.00 ,07/23/12,07/23/32,4.25%,YES,5,5068,Hampton Roads Division
72,72,match,8200,8200,match,match/match,Other,,,,,PA,FB,MOWERY,CPA,"56,700.00 ","49,381.41 ",0.00 ,10/30/13,10/30/33,5.15%,YES,5,5068,Hampton Roads Division
72,72,match,8300,8300,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"997,500.00 ","853,858.87 ",0.00 ,09/21/12,09/21/33,3.99%,YES,4,8812,Hampton Roads Division
72,71,diff,8200,8300,diff,diff/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"420,000.00 ","280,540.32 ",0.00 ,07/12/13,07/12/33,4.50%,YES,5,5068,Hampton Roads Division
72,71,diff,8200,8300,diff,diff/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"491,400.00 ","435,772.22 ",0.00 ,05/06/14,05/06/34,4.75%,YES,5,5068,Hampton Roads Division
72,72,match,8200,8200,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"59,500.00 ","55,142.39 ",0.00 ,07/03/15,07/03/35,4.75%,YES,5,5068,Hampton Roads Division
72,71,diff,8200,8300,diff,diff/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"540,500.00 ","500,914.88 ",0.00 ,07/03/15,07/03/35,4.75%,YES,5,5068,Hampton Roads Division
72,71,diff,8200,8300,diff,diff/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"750,000.00 ","738,951.78 ",0.00 ,05/02/17,05/02/37,4.83%,YES,5,5068,Hampton Roads Division
72,72,match,8200,8200,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"60,000.00 ","45,596.09 ",0.00 ,01/19/11,01/19/31,4.95%,YES,4,4712,Hampton Roads Division
72,72,match,8200,8200,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"66,500.00 ","51,011.63 ",0.00 ,03/22/11,03/22/31,4.95%,YES,4,4712,Hampton Roads Division
72,72,match,8200,8200,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"63,000.00 ","48,326.69 ",0.00 ,03/22/11,03/22/31,4.95%,YES,4,4712,Hampton Roads Division
72,72,match,8200,8200,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"135,000.00 ","105,418.30 ",0.00 ,07/13/11,07/13/31,4.95%,YES,4,4712,Hampton Roads Division
72,72,match,8200,8200,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"106,500.00 ","85,297.01 ",0.00 ,01/19/12,01/19/32,4.95%,YES,4,4712,Hampton Roads Division
72,72,match,8200,8200,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"181,500.00 ","157,615.43 ",0.00 ,10/03/13,10/03/33,4.95%,YES,4,4712,Hampton Roads Division
72,71,diff,8200,8300,diff,diff/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"310,000.00 ","283,170.17 ",0.00 ,03/03/15,03/03/35,4.50%,YES,4,4712,Hampton Roads Division
72,71,diff,8200,8300,diff,diff/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"232,000.00 ","212,264.00 ",0.00 ,09/02/15,09/02/35,4.65%,no,4,8812,Hampton Roads Division
72,72,match,8500,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"700,000.00 ","540,963.91 ",0.00 ,10/11/11,10/11/31,4.00%,YES,5,5163,Hampton Roads Division
72,71,diff,8200,8300,diff,diff/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"431,250.00 ","243,648.47 ",0.00 ,01/22/07,01/22/27,4.25%,YES,5,,Premier Division
72,72,match,8103,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"325,000.00 ","280,470.33 ",0.00 ,08/26/13,11/26/33,4.30%,YES,5,3309,Premier Division
72,72,match,8103,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"325,000.00 ","279,481.94 ",0.00 ,07/31/13,11/30/33,4.30%,YES,5,3309,Premier Division
72,72,match,8200,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"445,732.96 ","154,445.83 ",0.00 ,12/28/09,05/09/25,4.15%,YES,4,60,Brandywine Division
72,72,match,8200,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"300,000.00 ","168,953.11 ",0.00 ,10/07/11,10/07/31,4.15%,YES,4,60,Brandywine Division
72,72,match,8200,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"1,050,000.00 ","366,009.61 ","683,990.39 ",08/14/15,12/31/79,3.99%,no,4,5364,Premier Division
72,72,match,8200,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"255,000.00 ","198,491.84 ",0.00 ,10/07/11,10/07/31,4.15%,YES,4,60,Premier Division
72,98,diff,5100,5100,match,diff/match,Other,,,,,MD,TCB,WOOD,DMV,"42,253.20 ",0.00 ,"42,253.20 ",06/24/05,12/31/79,0.00%,no,5 ,12985,Premier Division
72,82,diff,8604,5100,diff,diff/diff,Other,,,,,MD,TCB,WOOD,DMV,"450,000.00 ",0.00 ,"450,000.00 ",11/18/10,12/31/79,4.75%,no,5 ,4050,Premier Division
72,98,diff,5100,5100,match,diff/match,Other,,,,,MD,TCB,WOOD,DMV,"50,000.00 ",0.00 ,"50,000.00 ",02/20/01,12/31/79,0.00%,no,2 ,,Premier Division
72,98,diff,8200,8604,diff,diff/diff,Homebuilder,,,,,MD,TCB,WOOD,DMV,"137,140.00 ",0.00 ,"137,140.00 ",12/28/06,12/18/17,3.74%,YES,6 ,5823,Premier Division
72,98,diff,8604,8604,match,diff/match,Homebuilder,,,,,MD,TCB,WOOD,DMV,"54,572.57 ",0.00 ,"54,572.57 ",11/22/13,02/22/18,4.50%,YES,6 ,5823,Premier Division
72,98,diff,8604,8604,match,diff/match,Homebuilder,,,,,MD,TCB,WOOD,DMV,"460,926.35 ",0.00 ,"460,926.35 ",11/27/15,02/27/18,4.50%,no,6 ,5823,Brandywine Division
72,98,diff,8604,8604,match,diff/match,Homebuilder,,,,,MD,TCB,WOOD,DMV,"445,154.65 ",0.00 ,"445,154.65 ",09/13/16,09/13/18,4.50%,no,6 ,5823,Brandywine Division
72,98,diff,8604,8604,match,diff/match,Homebuilder,,,,,MD,TCB,WOOD,DMV,"114,461.99 ",0.00 ,"114,461.99 ",12/29/16,12/29/18,4.50%,no,6 ,5823,Premier Division
72,98,diff,8604,8604,match,diff/match,Homebuilder,,,,,MD,TCB,WOOD,DMV,"48,629.36 ",0.00 ,"48,629.36 ",12/29/16,12/29/18,4.50%,no,6 ,5823,Brandywine Division
72,98,diff,8604,8604,match,diff/match,Homebuilder,,,,,MD,TCB,WOOD,DMV,"577,057.35 ",0.00 ,"577,057.35 ",05/19/16,12/31/79,1.49%,no,6 ,5823,Premier Division
72,98,diff,1,1,match,diff/match,Retail,,,,,MD,TCB,WOOD,DMV,"204,292.00 ",0.00 ,"204,292.00 ",01/03/17,12/31/79,5.25%,YES,5 ,,Premier Division
72,98,diff,1,1,match,diff/match,Retail,,,,,MD,TCB,WOOD,DMV,"175,218.10 ",0.00 ,"175,218.10 ",01/03/17,12/31/79,5.25%,YES,5 ,,Premier Division
72,98,diff,1,1,match,diff/match,Retail,,,,,MD,TCB,WOOD,DMV,"102,146.00 ",0.00 ,"102,146.00 ",01/03/17,12/31/79,5.25%,YES,5 ,,Brandywine Division
72,98,diff,,1,diff,diff/diff,Homebuilder,,,,,MD,TCB,WOOD,DMV,"16,466.00 ",0.00 ,"16,466.00 ",08/09/06,12/31/79,5.25%,no,6 ,5823,Brandywine Division
72,72 ,match,8200,8200,match,match/match,Other,,,,,DE,FB,WOOD,DMV,"1,125,000.00 ","707,405.47 ",0.00 ,10/11/12,10/11/32,5.00%,YES,4,619,Premier Division
72,72,match,8300,8300,match,match/match,Multifamily,,,,,VA,FB,WOOD,DMV,"1,300,000.00 ","944,613.81 ",0.00 ,08/12/05,05/20/22,4.23%,YES,4,372,Premier Division
72,72,match,8200,8200,match,match/match,Other,,,,,VA,FB,WOOD,DMV,"161,935.00 ","152,643.12 ",0.00 ,11/24/14,06/01/25,4.13%,YES,4,17425,Premier Division
72,81,diff,8401,8613,diff,diff/diff,Homebuilder,,,,,VA,FB,WOOD,DMV,"70,000.00 ","70,000.00 ",0.00 ,10/13/17,10/01/18,5.25%,YES,4,13903,Premier Division
72,72,match,8200,8200,match,match/match,Other,,,,,VA,FB,WOOD,DMV,"63,000.00 ","56,802.91 ",0.00 ,02/20/15,03/01/20,5.00%,YES,5,16642,Premier Division
72,72,match,8200,8200,match,match/match,Other,,,,,VA,FB,WOOD,DMV,"66,000.00 ","60,240.01 ",0.00 ,02/20/15,03/01/20,5.00%,YES,5,16642,Premier Division
72,72,match,8200,8200,match,match/match,Other,,,,,VA,FB,WOOD,DMV,"58,908.00 ","54,396.18 ",0.00 ,04/15/15,04/01/20,5.00%,YES,5,16642,Brandywine Division
72,72,match,8200,8200,match,match/match,Other,,,,,VA,FB,WOOD,DMV,"110,250.00 ","84,536.55 ",0.00 ,06/10/10,05/01/29,5.75%,no,5,3609,Premier Division
72,72,match,8200,8200,match,match/match,Other,,,,,VA,FB,WOOD,DMV,"124,687.50 ","113,616.43 ",0.00 ,10/22/15,11/01/20,5.50%,YES,5,8636,Premier Division
72,72,match,8200,8200,match,match/match,Other,,,,,VA,FB,WOOD,DMV,"92,000.00 ","67,093.34 ",0.00 ,08/22/08,05/01/29,5.75%,YES,5,3609,Premier Division
72,81,diff,8200,8613,diff,diff/diff,Homebuilder,,,,,VA,FB,WOOD,DMV,"47,587.50 ","41,180.02 ",0.00 ,07/09/13,07/09/18,5.40%,YES,5,13903,Philadelphia Division
72,72,match,8606,8613,diff,match/diff,Homebuilder,,,,,VA,FB,WOOD,DMV,"55,150.30 ","49,492.44 ","5,657.86 ",03/07/14,01/01/22,4.90%,YES,5,16136,Brandywine Division
72,72,match,8200,8200,match,match/match,Other,,,,,VA,FB,WOOD,DMV,"107,041.65 ","83,031.91 ",0.00 ,01/18/08,12/01/18,4.50%,YES,5,8635,
72,72,match,8200,8200,match,match/match,Other,,,,,VA,FB,WOOD,DMV,"91,000.00 ","65,065.42 ",0.00 ,11/14/08,12/01/28,5.75%,YES,5,3609,
72,72,match,8200,8200,match,match/match,Other,,,,,VA,FB,WOOD,DMV,"274,400.00 ","212,071.59 ",0.00 ,02/25/13,02/25/18,4.50%,YES,5,8635,
72,81,diff,8200,8613,diff,diff/diff,Homebuilder,,,,,VA,FB,WOOD,DMV,"201,880.00 ","201,880.00 ",0.00 ,05/05/17,02/01/18,5.25%,YES,5,14656,
72,81,diff,8200,8613,diff,diff/diff,Homebuilder,,,,,VA,FB,WOOD,DMV,"179,813.00 ","179,813.00 ",0.00 ,09/11/17,06/01/18,5.25%,YES,5,14656,
72,81,diff,8200,8608,diff,diff/diff,Multifamily,,,,,PA,LAB,KIRK,SEPA,"620,000.00 ","608,633.17 ",0.00 ,02/11/16,02/11/42,3.75%,YES,4 ,10676,
72,72,match,8200,8613,diff,match/diff,Homebuilder,,,,,PA,LAB,KIRK,SEPA,"140,000.00 ","106,150.49 ",0.00 ,04/14/11,04/14/31,5.00%,YES,W,11857,
72,72,match,8200,8200,match,match/match,Other,,,,,PA,LAB,KIRK,SEPA,"96,000.00 ","54,307.40 ",0.00 ,08/30/07,08/30/27,5.50%,YES,5 ,,
72,72,match,8200,8200,match,match/match,Other,,,,,PA,LAB,KIRK,SEPA,"118,500.00 ","76,474.69 ",0.00 ,07/01/08,07/01/28,5.50%,no,5 ,,
72,72,match,8200,8200,match,match/match,Other,,,,,PA,LAB,KIRK,SEPA,"63,750.00 ","48,602.98 ",0.00 ,07/03/13,07/03/28,4.30%,YES,5 ,,
72,72,match,8200,8200,match,match/match,Other,,,,,PA,LAB,KIRK,SEPA,"123,750.00 ","96,464.36 ",0.00 ,04/12/11,04/12/31,5.00%,YES,5 ,11943,
72,72,match,8606,8613,diff,match/diff,Homebuilder,,,,,PA,LAB,KIRK,SEPA,"20,200.00 ","15,016.15 ",0.00 ,11/18/11,11/18/31,5.00%,YES,5 ,11943,
72,72 ,match,8200,8200,match,match/match,Other,,,,,DE,FB,ROARK,DMV,"365,000.00 ","364,946.76 ",0.00 ,12/10/15,06/30/18,5.50%,YES,4,6404,
72,71 ,diff,8200,8300,diff,diff/diff,Multifamily,,,,,DE,FB,ROARK,DMV,"900,000.00 ","731,251.36 ",0.00 ,08/30/12,09/01/22,5.00%,YES,4,6404,
72,72 ,match,8200,8200,match,match/match,Other,,,,,DE,FB,ROARK,DMV,"170,000.00 ","126,633.99 ",0.00 ,06/23/10,06/23/30,5.50%,no,4,6404,
72,72 ,match,8200,8200,match,match/match,Other,,,,,DE,FB,ROARK,DMV,"206,250.00 ","154,923.86 ",0.00 ,12/09/10,12/09/30,5.50%,no,4,6404,
72,72 ,match,8200,8200,match,match/match,Other,,,,,DE,FB,ROARK,DMV,"243,750.00 ","229,530.39 ",0.00 ,05/16/16,05/16/36,4.05%,YES,4,6404,
72,72 ,match,8101,8200,diff,match/diff,Other,,,,,DE,FB,ROARK,DMV,"862,500.00 ","822,083.98 ",0.00 ,09/29/16,10/01/36,4.02%,YES,4,14318,
72,92 ,diff,8200,8801,diff,diff/diff,Homebuilder,,,,,DE,FB,ROARK,DMV,"2,000,000.00 ",0.00 ,0.00 ,07/28/16,12/31/79,4.07%,YES,3,6443,
72,98,diff,5401,5401,match,diff/match,Office,,,,,MD,TCB,WOOD,DMV,"324,851.50 ",0.00 ,"324,851.50 ",08/12/14,12/31/79,5.25%,YES,5 ,,
72,62,diff,1,1,match,diff/match,Other,,,,,PA,FB,MOWERY,CPA,"250,000.00 ","80,000.50 ","169,999.50 ",08/29/11,12/31/79,4.25%,YES,4,10680,
72,71,diff,8101,8401,diff,diff/diff,Office,,,,,PA,FB,MOWERY,CPA,"1,040,000.00 ","235,616.18 ",0.00 ,12/20/01,07/20/20,4.25%,YES,5,10640,
72,71,diff,8103,8103,match,diff/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"1,050,000.00 ","626,283.59 ",0.00 ,01/20/15,01/20/35,4.25%,YES,4,9745,
72,72,match,1,1,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"300,000.00 ","300,000.00 ",0.00 ,12/28/16,12/28/17,4.25%,no,4,11830,
72,72,match,8200,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"94,500.00 ","87,408.27 ",0.00 ,08/19/14,08/01/39,4.50%,YES,5,9601,
72,72,match,8200,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"101,250.00 ","99,492.07 ",0.00 ,01/06/17,01/06/42,4.85%,YES,5,9601,
72,72,match,8200,8613,diff,match/diff,Homebuilder,,,,,NJ,FBNJ,ROARK,NJ,"480,000.00 ","472,591.77 ",0.00 ,03/17/17,04/01/37,4.75%,YES,5 ,19520,
72,71,diff,8401,8401,match,diff/match,Office,,,,,NJ,FBNJ,ROARK,NJ,"2,925,000.00 ","2,709,101.54 ",0.00 ,03/07/13,04/01/38,4.25%,YES,4 ,717,
72,72,match,8300,8300,match,match/match,Multifamily,,,,,NJ,FBNJ,ROARK,NJ,"498,750.00 ","441,787.09 ",0.00 ,04/25/14,05/01/34,4.65%,YES,5 ,,
72,72,match,8200,8200,match,match/match,Other,,,,,NJ,FBNJ,ROARK,NJ,"120,000.00 ","51,514.20 ",0.00 ,04/23/08,04/23/23,5.25%,YES,6 ,9528,
72,72,match,8200,8200,match,match/match,Other,,,,,NJ,FBNJ,ROARK,NJ,"150,000.00 ","132,672.42 ",0.00 ,11/15/12,12/01/37,4.75%,no,5 ,,
72,72,match,8200,8200,match,match/match,Other,,,,,NJ,FBNJ,ROARK,NJ,"65,000.00 ","22,547.84 ",0.00 ,11/15/12,12/01/19,4.75%,no,5 ,,
72,72,match,8200,8200,match,match/match,Other,,,,,NJ,FBNJ,ROARK,NJ,"100,000.00 ","76,811.80 ",0.00 ,05/08/13,05/08/28,4.50%,no,5 ,,
72,72,match,8200,8200,match,match/match,Other,,,,,NJ,FBNJ,ROARK,NJ,"200,000.00 ",646.60 ,"199,353.40 ",05/16/14,12/31/79,5.50%,YES,5 ,5409,
72,72,match,8200,8200,match,match/match,Other,,,,,NJ,FBNJ,ROARK,NJ,"160,000.00 ","150,217.01 ",0.00 ,07/06/15,08/01/35,4.25%,YES,5 ,5409,
72,72,match,8200,8200,match,match/match,Other,,,,,NJ,FBNJ,ROARK,NJ,"62,000.00 ","55,313.25 ",0.00 ,06/02/14,06/02/34,5.00%,YES,5 ,,
71,71,match,8405,8405,match,match/match,Retail,,,,,PA,FB,MOWERY,CPA,"800,000.00 ","680,918.26 ",0.00 ,04/19/13,01/19/34,2.95%,YES,4,9329,
71,71,match,8415,8415,match,match/match,Special Purpose,,,,,PA,FB,MOWERY,CPA,"480,000.00 ","6,659.22 ",0.00 ,04/13/98,04/13/18,4.75%,no,5,,
71,71,match,8406,8406,match,match/match,Industrial,,,,,PA,FB,MOWERY,CPA,"187,500.00 ","152,043.57 ",0.00 ,03/30/12,03/30/32,5.25%,no,5,15313,
71,71,match,8401,8401,match,match/match,Office,,,,,PA,FB,MOWERY,CPA,"8,900,000.00 ","2,145,887.03 ",0.00 ,04/06/01,11/15/27,6.00%,no,5,9614,
71,71,match,8401,8401,match,match/match,Office,,,,,PA,FB,MOWERY,CPA,"15,400,000.00 ","3,714,019.77 ",0.00 ,12/30/99,11/15/27,6.00%,no,5,9614,
71,71,match,8404,8406,diff,match/diff,Industrial,,,,,PA,FB,MOWERY,CPA,"500,000.00 ",0.00 ,"500,000.00 ",02/08/16,02/15/26,4.10%,no,5,,
71,71,match,8404,8406,diff,match/diff,Industrial,,,,,PA,FB,MOWERY,CPA,"3,608,500.00 ","3,472,600.00 ",0.00 ,02/08/16,02/08/36,4.10%,YES,5,,
71,71,match,8300,8300,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"3,540,000.00 ","3,212,479.42 ",0.00 ,12/31/13,12/31/38,4.05%,no,5,14873,
71,71,match,8300,8300,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"2,550,000.00 ","2,145,973.71 ",0.00 ,07/15/10,07/15/20,3.98%,YES,5,11723,
71,71,match,8403,8405,diff,match/diff,Retail,,,,,PA,FB,MOWERY,CPA,"300,000.00 ","278,178.39 ",0.00 ,08/04/15,11/04/35,4.75%,YES,5,3956,
71,71,match,8300,8300,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"137,000.00 ","21,964.41 ",0.00 ,03/07/98,12/10/18,9.00%,no,5,,
71,71,match,8600,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"141,600.00 ",0.00 ,"141,600.00 ",01/09/01,01/09/21,0.00%,YES,5,,
71,71,match,8300,8300,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"86,000.00 ","20,389.21 ",0.00 ,01/09/01,02/09/28,6.25%,YES,5,,
71,71,match,8300,8300,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"93,800.00 ","69,144.43 ",0.00 ,01/09/01,03/28/30,6.50%,YES,5,,
71,71,match,8900,8900,match,match/match,Other,,,,,PA,FB,MOWERY,CPA,"700,000.00 ","579,862.40 ",0.00 ,06/10/14,06/10/29,4.50%,YES,5,,
71,71,match,8415,8415,match,match/match,Special Purpose,,,,,PA,FB,MOWERY,CPA,"281,250.00 ","276,997.46 ",0.00 ,07/27/17,07/27/32,4.75%,YES,5,3956,
71,71,match,8606,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"1,092,000.00 ","863,641.39 ",0.00 ,07/08/09,11/30/31,4.75%,YES,4,3956,
71,93,diff,1,1,match,diff/match,Other,,,,,PA,FB,MOWERY,CPA,"600,000.00 ","334,409.81 ",0.00 ,07/10/98,05/10/24,4.75%,no,5,9615,
71,71,match,8403,8405,diff,match/diff,Retail,,,,,PA,FB,MOWERY,CPA,"610,000.00 ","515,028.45 ",0.00 ,04/04/13,04/04/33,4.75%,YES,5,4949,
71,71,match,8404,8401,diff,match/diff,Office,,,,,PA,FB,MOWERY,CPA,"1,060,000.00 ","669,925.64 ",0.00 ,01/16/08,01/16/28,3.34%,no,5,9316,
71,71,match,8422,8405,diff,match/diff,Retail,,,,,PA,FB,KIRK,SEPA,"1,049,400.00 ",0.00 ,"1,049,400.00 ",12/28/16,01/01/24,3.49%,no,5,21707,
71,71,match,8422,8405,diff,match/diff,Retail,,,,,PA,FB,KIRK,SEPA,"8,250,000.00 ","8,102,000.00 ",0.00 ,12/21/16,01/01/42,3.49%,YES,5,21707,
71,71,match,8410,8401,diff,match/diff,Office,,,,,PA,FB,KIRK,SEPA,"2,300,000.00 ",0.00 ,0.00 ,04/30/10,04/30/22,4.25%,no,4,10123,
71,71,match,8300,8300,match,match/match,Multifamily,,,,,PA,FB,KIRK,SEPA,"1,000,000.00 ","479,289.08 ",0.00 ,07/24/08,07/24/28,4.25%,no,5,2058,
71,71,match,8401,8401,match,match/match,Office,,,,,PA,FB,KIRK,SEPA,"736,000.00 ",0.00 ,"736,000.00 ",05/10/17,06/01/27,3.34%,no,4,26063,
71,71,match,8401,8401,match,match/match,Office,,,,,PA,FB,KIRK,SEPA,"5,250,000.00 ","5,202,935.00 ",0.00 ,05/10/17,06/01/27,3.34%,YES,4,26063,
71,71,match,8406,8406,match,match/match,Industrial,,,,,PA,FB,KIRK,SEPA,"1,324,000.00 ",0.00 ,"1,324,000.00 ",01/27/17,02/01/24,3.24%,no,5,25407,
71,71,match,8406,8406,match,match/match,Industrial,,,,,PA,FB,KIRK,SEPA,"11,340,000.00 ","11,150,388.00 ",0.00 ,01/27/17,02/01/24,3.24%,YES,5,25407,
71,71,match,8405,8405,match,match/match,Retail,,,,,PA,FB,KIRK,SEPA,"1,147,000.00 ",0.00 ,"1,147,000.00 ",05/18/17,11/15/26,3.25%,no,5,26047,
